Fondos Mutuos,Asesoría de Inversión,Crédito Educativo,Crédito Vehicular,Préstamo Personal,Cuenta Corriente,Cuenta de Ahorros
0.6185430013221851,0.4194956706028942,0.492943396099042,0.4259267550812888,0.6705791542365449,0.701991427440812,1.2540005558689862
0.6185430013221851,0.4194956706028942,0.492943396099042,0.4259267550812888,0.6705791542365449,0.701991427440812,1.2540005558689862
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.6723608655968787,0.384406596596666,0.47829459472313435,0.44812035629776853,0.6794020202430513,0.6693720098020499,1.214818696140481
0.5921724389140799,0.40854014590016857,0.5049914957532935,0.41688279967124015,0.6641746267187651,0.7203216034189736,1.2625758901522284
0.703720543146596,0.374984049917764,0.4700714409738025,0.44091754272647177,0.6713615059635355,0.6778161206559803,1.210455033835216
0.6389178418514857,0.415957928982824,0.4880874227575781,0.4565521498237836,0.6927069675829353,0.6773793298852365,1.2451117387391708
0.5916616608359164,0.41650401642274865,0.4987796771504048,0.4290293347813804,0.6745330660960708,0.7163260918675463,1.2647444652110378
0.7141773592226631,0.42679005494643407,0.41556634059014164,0.41785641377973726,0.6542583355525852,0.7096869707224309,1.193936193554499
0.5890032095276644,0.3945866563535834,0.472436879884818,0.4142563129331165,0.6591066210181502,0.6776467779590882,1.2251600012554216
0.590952922582949,0.42755441173597414,0.49016036936767016,0.44588345292311254,0.6889060835406375,0.7107820562134457,1.267753506053466
0.6099014867346086,0.42736084039762323,0.5056102113021648,0.42527488310007366,0.6691275192961328,0.6634471343728768,1.2320308525673027
0.6647967859247806,0.41015489803053534,0.45933653644309363,0.40348562986067077,0.6464044294903928,0.7186384669254483,1.2195536551759025
0.6986868584406197,0.38021159019893724,0.4498996221706198,0.45886491738531776,0.690040375173097,0.6562415830605491,1.2303435648285141
0.535717331714559,0.43699372846242424,0.43727570933924736,0.41797185083622146,0.6847815571311195,0.6849120399182821,1.343752423611239
0.738291137292163,0.38774691662218547,0.43838222360775275,0.4503744923091269,0.6764258226500145,0.672330365804512,1.1922640175527208
0.5936070156729598,0.38617273419857756,0.5224380757438223,0.38276791159187995,0.6350818033885445,0.7315434397830676,1.2564852071095198
0.7550805645088043,0.3605627927858069,0.4542679801326544,0.473015486645256,0.691860127889345,0.646320505486376,1.191099750501977
0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.6280314242751008,0.41546323053989676,0.5041305031958914,0.4321897155576274,0.6748398398532173,0.6948982210057104,1.2550704498299483
0.6158549703276748,0.4378695642162499,0.4686668158857631,0.4416631632834217,0.6856935633619315,0.7010731065746167,1.2625083774767716
0.6851612585776001,0.4112077291331749,0.4750503711688504,0.4577551013403274,0.6933295222054979,0.6512579666023315,1.246224177668915
0.6981640958986437,0.3599941148001927,0.4794177767688018,0.44947543913869553,0.675594176030841,0.659894235655164,1.1958050040887396
0.5905860535355908,0.43327450372271487,0.4856986979087075,0.45460776580002094,0.6963460872309627,0.7079122589781136,1.269311096521741
0.7550805645088043,0.3605627927858069,0.4542679801326544,0.473015486645256,0.691860127889345,0.646320505486376,1.191099750501977
0.6757435803788396,0.37314575470175426,0.48776207147228073,0.42867404198513775,0.6639631685277502,0.6881931876349502,1.2232256619630348
0.7141773592226631,0.42679005494643407,0.41556634059014164,0.41785641377973726,0.6542583355525852,0.7096869707224309,1.193936193554499
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5843445232576879,0.4045631941647188,0.5185325468476912,0.4182238796076508,0.6635460134646853,0.7015739741454634,1.2475856795701032
0.0,2.0,0.0,0.0,2.0,1.0,4.0
0.6517822385300259,0.3652079773297874,0.49924933459704723,0.42539912904300126,0.6601217501090607,0.6806975714567732,1.210491328573824
0.613672469337382,0.41191606334647857,0.481678927439904,0.4525019759437751,0.690813117116062,0.6898368237778887,1.250414940230992
0.5936070156729598,0.38617273419857756,0.5224380757438223,0.38276791159187995,0.6350818033885445,0.7315434397830676,1.2564852071095198
0.6328005152717956,0.41593147125954405,0.48065652837833556,0.4422904898554059,0.6849847077628023,0.6805577688712735,1.2634891438285563
0.6347694726654389,0.526688803029809,0.5687535098011328,0.45362030413300003,0.7055837656230864,0.6326907062830708,1.3053899411479393
0.6111224827045341,0.43219702159520257,0.4740452229290805,0.4485010131167988,0.689352616885957,0.7082071522299475,1.2567864990405715
0.6547853544207066,0.3827021076984936,0.4802055983432671,0.42707220702572324,0.6670791306891001,0.6877020866027945,1.2412653304446304
0.7550805645088043,0.3605627927858069,0.4542679801326544,0.473015486645256,0.691860127889345,0.646320505486376,1.191099750501977
0.0,0.0,0.0,2.0,0.0,2.0,0.0
0.6356757074845273,0.4014372183265794,0.486791223765173,0.44087624169678097,0.6791998095933781,0.6974713016603384,1.2449095389217484
0.5844468729752073,0.42969410017904497,0.5218768529182451,0.4438701566707092,0.685687694757346,0.6754546047957507,1.2487504543074588
0.6111224827045341,0.43219702159520257,0.4740452229290805,0.4485010131167988,0.689352616885957,0.7082071522299475,1.2567864990405715
0.7550805645088043,0.3605627927858069,0.4542679801326544,0.473015486645256,0.691860127889345,0.646320505486376,1.191099750501977
2.0,0.0,0.0,0.0,1.0,0.0,4.0
0.5905860535355908,0.43327450372271487,0.4856986979087075,0.45460776580002094,0.6963460872309627,0.7079122589781136,1.269311096521741
0.6271897612581023,0.4170945217926691,0.4787046602342788,0.4587038953892101,0.6953478609459386,0.6942067162849858,1.2519073227827018
0.5905860535355908,0.43327450372271487,0.4856986979087075,0.45460776580002094,0.6963460872309627,0.7079122589781136,1.269311096521741
0.687049340402295,0.4609183416397724,0.4678994851878134,0.4300743877450027,0.6717925792314251,0.6833828314061957,1.2320120005480093
0.5921724389140799,0.40854014590016857,0.5049914957532935,0.41688279967124015,0.6641746267187651,0.7203216034189736,1.2625758901522284
0.5912403349569547,0.42307318000144317,0.4936557298928681,0.4390486558924695,0.6830774394000546,0.713030311394036,1.2665332592721181
0.581131001322661,0.42873188441767013,0.5015367466436317,0.40751037698921744,0.6647297821570926,0.6978745872068322,1.2951446784643137
0.6916794962460212,0.39538845581440907,0.4578273336474482,0.4241886955490191,0.6599392237986688,0.697105220988251,1.2110812796411823
0.7004754975406613,0.3762660455721308,0.4598280156276888,0.4429568990732161,0.6699468657634218,0.6665597147323887,1.183146384887572
0.5936070156729598,0.38617273419857756,0.5224380757438223,0.38276791159187995,0.6350818033885445,0.7315434397830676,1.2564852071095198
0.5905860535355908,0.43327450372271487,0.4856986979087075,0.45460776580002094,0.6963460872309627,0.7079122589781136,1.269311096521741
0.7550805645088043,0.3605627927858069,0.4542679801326544,0.473015486645256,0.691860127889345,0.646320505486376,1.191099750501977
0.5519221695459713,0.40214120153433763,0.5339511442880116,0.42166788706677755,0.6671246333055438,0.648464759015421,1.2320450205208402
0.5936070156729598,0.38617273419857756,0.5224380757438223,0.38276791159187995,0.6350818033885445,0.7315434397830676,1.2564852071095198
0.5936070156729598,0.38617273419857756,0.5224380757438223,0.38276791159187995,0.6350818033885445,0.7315434397830676,1.2564852071095198
0.5905860535355908,0.43327450372271487,0.4856986979087075,0.45460776580002094,0.6963460872309627,0.7079122589781136,1.269311096521741
0.6504683244047457,0.4068046699031982,0.47425671881565407,0.4613088777047073,0.6947130270710007,0.6854905134494795,1.2408391859413361
0.6434151099585783,0.4484139201836756,0.47595078610039204,0.4411718229080272,0.6828991199792427,0.6944784796065783,1.248883884162229
0.6512679114556281,0.4539488983840757,0.5032568173356707,0.45193847661230235,0.6966203320027837,0.6485553231825528,1.2774224719591452
0.7062262541807384,0.3873980464431765,0.4570106746320326,0.4353915274612835,0.6672631645079924,0.6854531623805431,1.2064967122905383
0.5905860535355908,0.43327450372271487,0.4856986979087075,0.45460776580002094,0.6963460872309627,0.7079122589781136,1.269311096521741
0.6188802407455658,0.41981608448610364,0.49962599891051385,0.43766840860007666,0.6800956996003257,0.6980786902491395,1.2585506870096639
0.5936070156729598,0.38617273419857756,0.5224380757438223,0.38276791159187995,0.6350818033885445,0.7315434397830676,1.2564852071095198
0.6018933947489716,0.4484314454212775,0.5120347096229108,0.44261483358737835,0.6885855025406175,0.6933684788384299,1.2760428102794155
0.6273757038962933,0.4128799504430177,0.46681461833497395,0.45258768504243113,0.6927144067450574,0.685374100776988,1.2615495631423734
0.6437137120430728,0.3701983335907061,0.494941091471672,0.42488280423318914,0.6618360349138294,0.6809905501989539,1.2197552887534437
0.6415465959534137,0.42036562209179046,0.46229752965149123,0.4473158751800607,0.6855806150114787,0.697149395737199,1.2440542964948107
0.5995872155143426,0.38616347326083805,0.4794208323845438,0.4135183073484452,0.6540068893691692,0.6762037018716379,1.2016043621310926
0.7095338852191285,0.3876066327742838,0.46974547596844457,0.4529088875324103,0.680156321305695,0.6570289939411021,1.1984417463364252
0.6264692078281918,0.4245604179033189,0.47193685982020506,0.4511143911368251,0.6896199313821717,0.7016096945221557,1.2497839295324615
0.6080707276430735,0.4213763415355057,0.49266286426220296,0.41970186789436925,0.6671628187557885,0.710224455015298,1.2617430988152338
0.6653587557057485,0.3918238282385813,0.4473179673532301,0.4505020758745664,0.6889649199546398,0.662104838300999,1.2535362571832542
0.7141773592226631,0.42679005494643407,0.41556634059014164,0.41785641377973726,0.6542583355525852,0.7096869707224309,1.193936193554499
0.5936070156729598,0.38617273419857756,0.5224380757438223,0.38276791159187995,0.6350818033885445,0.7315434397830676,1.2564852071095198
0.6397871166996625,0.40364836525524644,0.46889026389559035,0.4089720350763492,0.6548958941839804,0.7082242256094197,1.243333719751013
