customerID,productID,rating
61316,1,0
2656,1,4
63697,1,0
16381,1,0
16488,1,0
9699,1,4
54545,1,2
3223,1,2
3524,1,0
17006,1,4
17040,1,0
5030,1,0
17101,1,0
4816,1,2
10369,1,0
10453,1,0
3876,1,0
17360,1,0
21265,1,0
21280,1,0
21350,1,4
17594,1,2
17649,1,0
21464,1,0
84964,1,0
17826,1,0
78037,1,0
16827,1,2
21848,1,0
21918,1,2
16017,1,2
16115,1,0
16754,1,0
17121,1,2
17403,1,0
17487,1,0
17539,1,2
17673,1,0
6418,1,0
6513,1,0
6579,1,0
6638,1,0
23951,1,0
6979,1,0
7029,1,0
7197,1,0
7222,1,0
17921,1,0
17944,1,0
12705,1,0
12760,1,2
12805,1,0
12912,1,0
14939,1,0
18636,1,0
13089,1,0
13125,1,0
13143,1,0
13355,1,0
13362,1,0
37441,1,0
13582,1,0
15472,1,2
13225,1,2
13358,1,0
13830,1,0
13458,1,0
13610,1,0
25169,1,0
14282,1,0
14602,1,0
17190,1,0
13911,1,2
13945,1,0
14378,1,0
14545,1,0
14580,1,0
14581,1,0
27139,1,0
27140,1,0
27156,1,0
27157,1,0
27255,1,0
27306,1,0
14681,1,0
15211,1,0
15079,1,0
15181,1,0
15213,1,0
15214,1,0
15359,1,0
15477,1,0
15695,1,0
15849,1,0
26618,1,0
26813,1,0
26859,1,0
27084,1,2
61674,1,0
27268,1,0
4590,1,0
27333,1,0
10698,1,0
10782,1,0
10807,1,0
10855,1,0
10898,1,0
11050,1,2
43161,1,0
11457,1,0
11602,1,0
11607,1,2
11609,1,2
11616,1,0
11659,1,0
11916,1,0
11943,1,0
12645,1,0
12654,1,0
4102,1,2
4226,1,0
4374,1,0
61281,1,2
63767,1,0
4520,1,2
4310,1,0
4497,1,0
82227,1,0
4651,1,0
4686,1,0
4643,1,0
85565,1,0
5008,1,0
16163,1,0
5170,1,0
10457,1,0
51689,1,0
5147,1,0
5306,1,0
32075,1,0
32150,1,0
5197,1,0
5231,1,0
32229,1,2
32309,1,0
31987,1,2
71793,1,0
32534,1,0
32566,1,0
32573,1,2
93,1,1
104,1,0
202,1,0
311,1,2
361,1,0
445,1,2
636,1,0
670,1,0
1031,1,0
1315,1,0
1363,1,2
1781,1,2
1917,1,0
1958,1,0
83603,1,2
2008,1,0
2015,1,0
32553,1,0
13727,1,0
32686,1,2
22099,1,2
32684,1,0
4988,1,0
22181,1,0
22297,1,0
9942,1,0
9659,1,0
22688,1,0
33252,1,0
9991,1,0
22756,1,0
22813,1,0
10124,1,0
26930,1,2
22600,1,0
22619,1,0
23056,1,0
10311,1,0
10345,1,0
22952,1,2
23001,1,0
23340,1,0
23220,1,0
23774,1,0
23656,1,0
23869,1,0
21653,1,0
68543,1,0
23907,1,0
23957,1,0
21740,1,0
21843,1,0
16039,1,0
16098,1,0
16255,1,0
16262,1,0
16598,1,0
16632,1,0
16689,1,0
16798,1,0
17284,1,0
17309,1,0
17393,1,2
17707,1,0
17718,1,2
17927,1,0
17950,1,0
21974,1,0
22025,1,2
24055,1,0
27433,1,2
27698,1,0
27711,1,0
27779,1,0
27605,1,0
27707,1,0
27792,1,0
27884,1,0
27843,1,0
27861,1,2
28040,1,0
28149,1,0
28088,1,0
28179,1,0
76183,1,0
28074,1,0
28257,1,2
28429,1,0
28417,1,0
28574,1,0
28601,1,0
28702,1,0
28644,1,0
28820,1,0
28835,1,0
28903,1,0
29222,1,0
29109,1,0
29120,1,2
29411,1,0
7708,1,0
7842,1,0
8142,1,0
8433,1,2
8485,1,0
8490,1,0
8692,1,0
8883,1,0
9126,1,0
9221,1,0
9335,1,0
12720,1,0
29188,1,2
29272,1,0
32837,1,0
33038,1,0
33120,1,0
33146,1,0
33141,1,0
33273,1,0
33332,1,0
1266,1,0
33591,1,0
33715,1,0
33816,1,0
34034,1,0
37202,1,0
79864,1,2
34135,1,0
34285,1,0
34316,1,0
34360,1,0
34511,1,2
34517,1,0
34361,1,0
34563,1,2
12870,1,0
13120,1,0
13190,1,0
74661,1,2
13867,1,0
34704,1,0
24110,1,2
24133,1,0
22291,1,2
24317,1,0
24469,1,0
24478,1,0
24474,1,0
24505,1,0
24556,1,0
24574,1,0
74388,1,0
24769,1,0
24773,1,0
54371,1,2
24957,1,0
25057,1,0
23210,1,0
25287,1,0
25414,1,0
25193,1,0
25208,1,0
25326,1,2
23330,1,0
23379,1,0
23445,1,2
23480,1,0
82741,1,0
25623,1,0
25392,1,2
8743,1,0
25542,1,0
25810,1,0
23829,1,0
25898,1,0
2117,1,0
2158,1,0
2408,1,0
2442,1,0
2583,1,0
2624,1,0
2667,1,2
2728,1,0
3144,1,2
3344,1,2
3587,1,2
3669,1,0
3696,1,0
3898,1,0
3923,1,2
4003,1,2
9430,1,0
24014,1,0
24096,1,0
29431,1,2
29433,1,0
29881,1,0
29837,1,0
29971,1,0
24647,1,2
30103,1,0
30210,1,0
30174,1,0
30207,1,0
58301,1,2
30440,1,2
30523,1,0
30501,1,0
30512,1,0
30653,1,0
30799,1,0
30815,1,0
30931,1,2
30741,1,0
76315,1,0
31015,1,2
31135,1,2
30809,1,0
30824,1,2
31268,1,2
31299,1,0
31246,1,0
31328,1,2
31124,1,0
31193,1,2
31207,1,0
31308,1,2
31360,1,0
84433,1,0
9878,1,2
10214,1,0
10230,1,0
10264,1,0
10298,1,0
10382,1,0
68981,1,2
2837,1,0
21446,1,0
21471,1,0
21521,1,0
21562,1,0
34721,1,0
21728,1,0
55882,1,0
21839,1,0
21844,1,0
21855,1,0
34818,1,0
34820,1,0
86133,1,0
35038,1,2
34968,1,0
35019,1,0
35118,1,0
34926,1,0
35046,1,0
35236,1,2
35304,1,2
35406,1,0
35465,1,0
35360,1,0
35402,1,0
35552,1,2
35555,1,0
35606,1,2
35624,1,0
35667,1,2
35724,1,0
35447,1,0
35577,1,0
35935,1,2
35960,1,2
35636,1,0
77888,1,0
36144,1,0
35928,1,0
35995,1,0
35823,1,2
36476,1,2
36046,1,0
36196,1,0
36256,1,0
36560,1,0
36431,1,2
36497,1,0
12012,1,0
36421,1,0
36581,1,2
36640,1,0
36706,1,0
36755,1,0
18150,1,0
18452,1,0
18468,1,2
18552,1,0
30878,1,2
18956,1,0
19038,1,0
19188,1,0
19220,1,2
19256,1,0
38152,1,0
24179,1,0
26216,1,2
24366,1,0
40778,1,0
56665,1,0
37298,1,0
37387,1,2
85515,1,0
37546,1,0
37664,1,0
37832,1,0
38048,1,2
38107,1,0
25017,1,0
25033,1,0
25067,1,0
25216,1,0
25336,1,0
25436,1,0
25553,1,0
25568,1,0
38382,1,0
25717,1,0
14988,1,0
26085,1,0
15435,1,0
15487,1,0
15655,1,0
15894,1,0
26942,1,2
26983,1,0
27076,1,0
27183,1,0
27208,1,0
27262,1,0
4148,1,0
38791,1,0
31493,1,0
31544,1,0
31500,1,2
31502,1,0
31601,1,0
31616,1,0
31596,1,2
31707,1,0
31843,1,0
42512,1,0
42541,1,0
42703,1,0
42907,1,0
42976,1,0
42803,1,0
42864,1,0
31930,1,0
43048,1,0
43062,1,0
43121,1,0
34125,1,0
43269,1,2
43118,1,0
43360,1,0
43383,1,0
43416,1,0
43549,1,0
43353,1,0
43412,1,0
43453,1,0
43724,1,0
43768,1,0
25448,1,2
43648,1,0
43698,1,0
43808,1,2
22807,1,0
43841,1,0
43893,1,0
43944,1,0
43737,1,0
4541,1,0
4571,1,0
4605,1,0
4675,1,2
41688,1,0
4855,1,0
31913,1,0
31972,1,0
32013,1,0
22096,1,0
44060,1,0
43971,1,0
36832,1,0
37037,1,0
36931,1,0
36966,1,0
37109,1,0
37085,1,2
47851,1,0
47830,1,2
47973,1,0
48046,1,0
48229,1,0
48431,1,0
48579,1,2
62766,1,0
48488,1,0
48538,1,2
48628,1,0
48687,1,0
48766,1,0
48835,1,0
48969,1,2
48996,1,2
49121,1,2
49244,1,0
49116,1,0
48841,1,0
49006,1,2
70734,1,0
23030,1,0
23593,1,0
23791,1,0
23909,1,0
26303,1,0
26488,1,0
49376,1,2
49393,1,2
26556,1,0
37199,1,0
37251,1,0
37317,1,0
26261,1,2
26447,1,0
37499,1,0
37223,1,0
73151,1,0
86218,1,0
37936,1,0
37860,1,0
10125,1,2
38169,1,0
37892,1,2
38127,1,0
9805,1,0
38519,1,0
38160,1,0
38229,1,0
38786,1,0
38362,1,2
38429,1,0
27587,1,0
27669,1,0
27737,1,0
28187,1,0
28305,1,0
28414,1,0
28687,1,0
28764,1,0
28771,1,0
28789,1,0
28814,1,0
28816,1,0
28839,1,0
28939,1,2
29066,1,2
29091,1,0
49289,1,2
47684,1,0
49550,1,0
49530,1,0
49668,1,0
49701,1,0
49677,1,0
49792,1,0
67754,1,0
83300,1,2
49928,1,0
49992,1,0
49964,1,0
49884,1,0
49885,1,0
49951,1,0
49952,1,2
83608,1,0
50282,1,2
50560,1,0
50185,1,0
50284,1,0
50464,1,2
50616,1,0
50816,1,0
50914,1,0
50873,1,2
50907,1,2
50988,1,0
51261,1,0
51038,1,0
51221,1,0
51340,1,0
51390,1,0
32774,1,0
33019,1,0
33033,1,2
33083,1,0
33308,1,0
33503,1,0
33512,1,0
33537,1,0
33544,1,0
33560,1,2
33728,1,0
33751,1,0
33905,1,0
33955,1,0
33980,1,0
34155,1,0
34596,1,0
34696,1,0
6208,1,0
34730,1,0
51309,1,0
51445,1,0
44160,1,2
44239,1,0
44291,1,0
44325,1,0
44194,1,2
44769,1,0
17694,1,0
44782,1,0
44882,1,0
49907,1,0
45107,1,2
45220,1,0
45184,1,0
45291,1,2
45309,1,0
45440,1,0
45455,1,0
45456,1,0
45280,1,2
45364,1,0
41824,1,0
45588,1,0
45382,1,0
45465,1,0
45582,1,0
45842,1,0
45957,1,0
45731,1,2
45799,1,0
24279,1,0
64858,1,0
24377,1,0
75570,1,0
24502,1,0
25011,1,0
25079,1,0
25145,1,0
25163,1,0
25206,1,0
87157,1,0
46109,1,0
29443,1,0
29523,1,0
29557,1,0
46168,1,0
38829,1,0
38989,1,0
5471,1,0
39012,1,0
39063,1,0
39146,1,2
39302,1,0
39459,1,0
39484,1,0
39536,1,2
39396,1,0
39523,1,0
39729,1,0
39923,1,0
39399,1,0
40138,1,0
40024,1,0
40025,1,0
39681,1,0
7394,1,0
39781,1,0
40222,1,2
40345,1,0
40275,1,2
40377,1,0
40488,1,0
40558,1,2
40575,1,0
40610,1,0
17049,1,0
40654,1,2
40713,1,0
40767,1,2
40769,1,2
29768,1,0
30284,1,0
30345,1,0
27277,1,0
46316,1,0
40831,1,0
23821,1,0
46322,1,2
46485,1,0
46538,1,0
46690,1,0
25936,1,0
46800,1,2
47067,1,2
47113,1,2
47224,1,0
47301,1,0
47453,1,0
47671,1,0
47776,1,0
58451,1,0
58516,1,0
58549,1,0
58488,1,0
58513,1,0
34796,1,0
34914,1,0
35005,1,0
35025,1,2
35273,1,0
35441,1,2
35543,1,0
35598,1,2
37834,1,0
36077,1,0
36100,1,0
36270,1,0
36368,1,0
36402,1,0
36445,1,0
36459,1,0
36495,1,0
36763,1,0
40644,1,0
24352,1,0
40794,1,0
58722,1,2
58747,1,0
58902,1,2
59170,1,2
46477,1,0
59263,1,0
59235,1,0
59250,1,0
46793,1,0
59497,1,0
59531,1,0
59503,1,0
59587,1,0
59635,1,0
59637,1,0
59851,1,2
59908,1,0
47161,1,0
60092,1,0
47393,1,0
47513,1,0
47545,1,2
58557,1,0
40960,1,0
58775,1,2
60120,1,0
58861,1,0
59078,1,0
59192,1,0
59211,1,0
60540,1,0
60672,1,0
26276,1,0
59694,1,0
60029,1,2
66638,1,0
60413,1,0
60697,1,0
26526,1,0
67637,1,0
37329,1,0
37415,1,2
37454,1,2
57590,1,2
63305,1,0
37974,1,0
38047,1,0
38222,1,0
38490,1,0
38615,1,2
91265,1,0
60816,1,0
51516,1,0
51600,1,0
51609,1,0
51679,1,0
51684,1,0
50241,1,0
51608,1,0
56393,1,0
51631,1,2
51843,1,0
51884,1,0
51822,1,2
51875,1,2
52004,1,0
52027,1,0
52120,1,2
52092,1,0
52156,1,0
52198,1,0
52233,1,0
52240,1,0
52400,1,0
52467,1,0
52425,1,0
52583,1,0
52601,1,0
52661,1,0
52820,1,0
52995,1,0
53069,1,0
63781,1,0
63813,1,0
63880,1,0
64031,1,2
63829,1,0
64095,1,0
64129,1,2
42518,1,0
42863,1,2
64396,1,0
43279,1,0
43613,1,0
43620,1,0
43806,1,0
43831,1,0
43899,1,0
43956,1,0
43981,1,0
63974,1,2
36870,1,0
36929,1,0
40931,1,0
64131,1,0
64134,1,0
40918,1,0
55586,1,0
86160,1,0
41060,1,0
41095,1,0
41135,1,0
41159,1,0
41212,1,2
41229,1,2
41277,1,2
41345,1,0
41333,1,0
41433,1,0
41467,1,2
41286,1,2
41353,1,0
41368,1,0
41517,1,0
41549,1,0
34098,1,0
24461,1,0
41946,1,0
41705,1,0
41820,1,0
41854,1,2
41856,1,0
66052,1,0
38865,1,0
42213,1,0
42285,1,0
42342,1,0
42419,1,0
42313,1,0
42363,1,0
53288,1,2
53279,1,0
37086,1,0
47875,1,0
48091,1,0
48325,1,0
48343,1,0
48427,1,0
48618,1,0
48684,1,0
48743,1,0
48768,1,0
48977,1,0
48986,1,0
49270,1,0
53393,1,0
61255,1,0
64504,1,0
71624,1,0
64679,1,0
64882,1,0
64886,1,2
64965,1,0
65002,1,0
65118,1,0
65104,1,0
65281,1,0
65370,1,0
65385,1,0
65449,1,0
65603,1,0
65545,1,0
65795,1,0
65858,1,2
65942,1,0
65976,1,0
79090,1,2
66156,1,0
65961,1,0
38849,1,2
11594,1,0
39160,1,2
39219,1,0
39226,1,0
39419,1,0
39962,1,0
40112,1,2
40214,1,2
40228,1,0
40294,1,0
40348,1,0
66165,1,0
3347,1,0
61250,1,0
61251,1,0
61106,1,0
61205,1,0
4383,1,0
61330,1,2
61360,1,0
32621,1,2
63214,1,0
61399,1,0
61448,1,0
61451,1,0
61308,1,0
61374,1,0
61564,1,2
61516,1,2
61584,1,0
61667,1,0
57852,1,0
61692,1,0
61823,1,0
61898,1,0
61925,1,0
62039,1,2
7625,1,0
62257,1,2
62059,1,0
62266,1,0
62425,1,2
62211,1,0
62387,1,0
62485,1,2
62707,1,0
62720,1,0
62803,1,0
62778,1,0
62795,1,0
62914,1,0
6829,1,0
50083,1,0
50147,1,0
50188,1,0
50197,1,0
50240,1,0
50265,1,0
50347,1,0
50576,1,0
50651,1,0
50765,1,0
50776,1,0
50835,1,0
22449,1,0
51094,1,0
51101,1,0
51185,1,0
51244,1,0
51258,1,0
51492,1,0
35625,1,0
53542,1,0
53701,1,0
53840,1,0
53810,1,2
53878,1,0
53927,1,0
53962,1,2
54108,1,0
54238,1,2
54240,1,0
60230,1,2
54421,1,0
54460,1,0
54554,1,0
54572,1,0
54363,1,0
54544,1,2
54587,1,0
40950,1,0
54597,1,0
54633,1,0
54896,1,0
54996,1,0
55003,1,0
55022,1,0
54797,1,0
55178,1,0
55260,1,0
55285,1,0
74416,1,0
55258,1,0
55116,1,2
55134,1,0
55183,1,0
55437,1,0
55530,1,0
55283,1,2
44567,1,0
44617,1,0
44649,1,0
44760,1,0
44858,1,0
45060,1,0
45258,1,0
45317,1,0
78421,1,0
45551,1,2
45653,1,0
45662,1,0
45828,1,0
45835,1,0
45887,1,0
66370,1,0
66363,1,0
66599,1,0
16979,1,0
66657,1,0
66738,1,0
16622,1,0
66867,1,2
67037,1,0
66857,1,0
67025,1,2
67176,1,0
67058,1,0
67158,1,0
67478,1,2
67530,1,0
67481,1,0
67555,1,0
67571,1,0
24673,1,0
67543,1,0
67699,1,0
67939,1,2
67857,1,0
68119,1,0
68091,1,0
68094,1,2
41105,1,0
41175,1,0
41355,1,2
41716,1,0
41900,1,2
41941,1,0
42086,1,0
42951,1,0
42177,1,0
42193,1,2
42286,1,0
42336,1,0
53148,1,0
53221,1,0
53432,1,2
68144,1,0
63114,1,0
46202,1,0
63041,1,0
63362,1,0
63378,1,0
37806,1,2
63334,1,0
63343,1,0
63361,1,0
63548,1,0
63581,1,0
49929,1,0
63484,1,0
63543,1,0
69144,1,0
69196,1,0
63625,1,2
69346,1,2
69445,1,0
69234,1,2
69502,1,0
69541,1,0
69577,1,0
70149,1,2
69900,1,0
69918,1,0
70045,1,0
46480,1,2
46530,1,0
73300,1,0
46737,1,0
46989,1,0
47030,1,0
47248,1,0
47625,1,2
742,1,0
58512,1,0
58544,1,0
58787,1,0
58803,1,0
58921,1,2
58937,1,0
68153,1,2
22161,1,0
55927,1,0
55701,1,0
36407,1,2
55986,1,0
56069,1,0
56098,1,2
40640,1,0
56219,1,0
58592,1,0
56389,1,0
56509,1,2
56546,1,0
56561,1,0
56436,1,0
56779,1,0
56895,1,0
56719,1,0
56891,1,0
57046,1,0
57147,1,0
57071,1,0
63270,1,2
57177,1,0
57200,1,0
57315,1,2
57103,1,0
59057,1,2
59525,1,0
59916,1,0
60066,1,0
60520,1,0
60745,1,0
57571,1,0
67588,1,0
68351,1,0
57502,1,0
3463,1,0
68678,1,0
68897,1,0
68910,1,0
68886,1,0
68859,1,2
68875,1,0
68982,1,0
69007,1,0
68928,1,0
79803,1,0
26972,1,0
79889,1,0
26493,1,0
79975,1,0
80166,1,0
80028,1,2
80105,1,0
80148,1,0
80198,1,0
80205,1,0
80550,1,0
80392,1,0
80473,1,0
80630,1,0
80561,1,0
80723,1,0
51921,1,0
51969,1,2
52044,1,0
52671,1,2
52698,1,0
52830,1,2
53039,1,0
51727,1,0
63837,1,0
63962,1,0
80891,1,0
80898,1,0
70372,1,0
63138,1,0
70529,1,0
64664,1,0
11814,1,0
70747,1,0
70845,1,0
63439,1,2
63572,1,0
63690,1,0
70632,1,2
4463,1,2
70767,1,0
71054,1,0
70882,1,0
70900,1,0
70919,1,0
69306,1,0
69323,1,2
69340,1,2
69356,1,2
69470,1,2
71583,1,2
71116,1,2
69604,1,0
48406,1,0
71692,1,0
71301,1,2
71369,1,0
71387,1,0
71967,1,0
69975,1,2
70024,1,0
70155,1,0
72042,1,0
72067,1,0
71805,1,0
71987,1,0
72052,1,0
72071,1,0
53952,1,2
54134,1,0
54236,1,0
54252,1,0
54261,1,2
54327,1,0
54491,1,0
58031,1,0
54570,1,0
54586,1,0
54659,1,0
54759,1,0
55036,1,0
55236,1,0
55263,1,0
55379,1,0
55404,1,0
55420,1,0
57693,1,0
77488,1,2
57893,1,0
57970,1,0
57977,1,0
57789,1,0
58145,1,0
58211,1,0
58057,1,0
21818,1,0
58164,1,0
58263,1,0
58277,1,0
58336,1,0
58345,1,0
58427,1,0
58225,1,0
58242,1,0
34949,1,0
44918,1,0
74441,1,1
74569,1,1
74393,1,0
74703,1,0
74736,1,0
74596,1,1
45488,1,0
74898,1,0
75293,1,1
75120,1,2
75229,1,0
75280,1,0
37488,1,0
64335,1,0
65750,1,0
64437,1,0
64453,1,0
64496,1,0
82957,1,0
71675,1,0
65764,1,1
65814,1,0
65823,1,0
2001,1,1
65893,1,0
66000,1,0
66134,1,0
61027,1,2
24398,1,0
75577,1,2
80973,1,2
81009,1,0
81044,1,0
81071,1,0
81135,1,2
81152,1,0
81243,1,0
81097,1,1
81287,1,1
81350,1,1
81364,1,1
43573,1,0
81611,1,0
81579,1,2
81581,1,0
81904,1,0
81881,1,1
81980,1,1
82038,1,0
82098,1,1
82163,1,0
82340,1,1
55109,1,0
82414,1,0
82466,1,0
82467,1,0
82457,1,2
82495,1,0
82552,1,0
82551,1,0
46723,1,0
82756,1,2
82760,1,0
82702,1,0
61220,1,0
61556,1,1
61588,1,0
61681,1,0
61788,1,0
61854,1,0
62106,1,1
62238,1,2
62333,1,2
62522,1,0
62606,1,0
62776,1,0
62892,1,0
55572,1,2
56270,1,0
82866,1,0
82867,1,0
72442,1,0
70308,1,0
70423,1,2
70624,1,1
70676,1,1
72471,1,0
72503,1,0
72594,1,2
72628,1,2
72773,1,0
72853,1,1
72935,1,1
70994,1,1
73012,1,2
73146,1,1
84922,1,0
71342,1,0
73142,1,0
73442,1,0
73540,1,0
73541,1,0
73556,1,0
73512,1,0
73519,1,2
73539,1,0
73569,1,0
73589,1,0
71743,1,0
32363,1,1
71830,1,0
73743,1,0
73775,1,0
73680,1,2
72063,1,0
13813,1,0
74226,1,0
55729,1,0
55806,1,0
30599,1,2
75362,1,2
56826,1,0
56865,1,0
57067,1,0
57217,1,0
91389,1,0
74287,1,2
72228,1,0
74345,1,2
75630,1,5
75691,1,5
75711,1,0
75830,1,5
75881,1,0
75841,1,0
76032,1,0
76099,1,0
76182,1,5
75938,1,2
76074,1,2
76143,1,0
76277,1,5
5695,1,5
76265,1,0
21699,1,2
76224,1,0
76504,1,2
76499,1,5
76631,1,0
76538,1,0
76576,1,5
76660,1,0
76692,1,0
77016,1,0
76925,1,0
76974,1,2
77185,1,5
77203,1,0
77419,1,0
77467,1,5
77534,1,0
77272,1,0
77315,1,0
77194,1,0
77211,1,0
77259,1,5
77426,1,0
66527,1,0
66618,1,5
66650,1,0
66727,1,0
66834,1,0
66977,1,0
67079,1,2
67304,1,2
67379,1,2
28181,1,0
67654,1,0
36001,1,0
67822,1,0
68263,1,0
49925,1,0
45344,1,2
83174,1,0
57292,1,0
83352,1,0
83263,1,0
83447,1,0
83485,1,5
86753,1,2
39697,1,0
83426,1,0
83512,1,2
83954,1,2
83846,1,0
84033,1,2
84058,1,5
84124,1,2
84011,1,0
84185,1,0
57086,1,5
84179,1,0
84346,1,0
84288,1,0
84438,1,0
84463,1,0
84554,1,5
84573,1,0
84590,1,2
84637,1,0
84724,1,5
84908,1,0
84745,1,0
84812,1,0
84806,1,0
84857,1,0
63310,1,0
63433,1,0
63460,1,0
63474,1,2
69090,1,0
69183,1,0
69283,1,0
69299,1,5
69435,1,5
69542,1,0
69551,1,2
69753,1,2
69937,1,0
79807,1,0
84965,1,0
72346,1,0
38453,1,0
85156,1,0
90306,1,2
72446,1,0
72547,1,0
72595,1,0
85285,1,2
85328,1,2
85225,1,5
85409,1,0
85394,1,2
85562,1,5
85459,1,5
85539,1,0
73082,1,2
85655,1,5
62232,1,0
85837,1,5
85846,1,2
73234,1,0
42161,1,0
85953,1,0
73384,1,0
73482,1,5
73532,1,0
85958,1,2
86007,1,2
86296,1,5
86398,1,5
86489,1,1
10844,1,1
86226,1,0
86227,1,0
73884,1,5
73916,1,1
73982,1,1
73983,1,1
86580,1,1
86707,1,0
86378,1,2
86410,1,1
74234,1,5
86891,1,1
87000,1,2
86695,1,1
85046,1,0
86760,1,0
86828,1,0
85382,1,0
85514,1,1
51033,1,2
25408,1,1
85684,1,5
86002,1,1
86049,1,5
46797,1,0
86168,1,2
53444,1,0
86350,1,0
86634,1,0
41992,1,0
57960,1,0
74381,1,1
88352,1,0
74433,1,5
74488,1,1
74790,1,1
74924,1,2
75051,1,1
75056,1,5
75081,1,0
75160,1,0
75483,1,0
75510,1,1
77693,1,0
87009,1,0
77817,1,5
78051,1,5
77836,1,0
44639,1,0
78080,1,0
74130,1,5
78122,1,0
78153,1,0
78372,1,2
60975,1,0
78453,1,0
78455,1,0
78515,1,1
78579,1,5
78819,1,0
78571,1,0
78946,1,1
79010,1,0
79026,1,5
78841,1,5
78921,1,5
79246,1,1
79278,1,0
79450,1,0
11565,1,1
8175,1,0
79125,1,4
79155,1,5
79421,1,2
79426,1,1
79238,1,2
79241,1,0
79325,1,0
79389,1,1
95640,1,0
95722,1,0
79575,1,1
95790,1,1
96056,1,5
96133,1,0
96176,1,5
96274,1,1
96599,1,0
96719,1,5
97262,1,0
97412,1,4
68390,1,1
68892,1,0
68901,1,5
49321,1,5
68990,1,4
79754,1,2
79888,1,2
79904,1,4
79922,1,0
80265,1,1
80272,1,0
80347,1,5
80413,1,4
80506,1,0
80633,1,2
80683,1,4
80817,1,0
80840,1,0
97487,1,2
97651,1,2
79584,1,5
79649,1,2
79650,1,1
90329,1,4
90402,1,0
90471,1,2
90410,1,5
90499,1,4
90444,1,1
90570,1,2
90751,1,0
90679,1,0
90820,1,0
90823,1,0
90835,1,1
90851,1,4
91206,1,2
91257,1,0
21353,1,0
91390,1,0
91098,1,5
91116,1,4
39040,1,1
91228,1,0
91451,1,4
91423,1,5
91542,1,5
91299,1,0
91316,1,5
91487,1,0
91596,1,5
91762,1,1
91828,1,4
91926,1,0
92010,1,4
91784,1,1
91831,1,2
91896,1,5
92169,1,1
70478,1,1
70485,1,1
70555,1,0
70703,1,4
70714,1,0
70744,1,5
70914,1,4
70996,1,5
71173,1,2
42114,1,4
72282,1,2
75783,1,0
87132,1,0
11125,1,0
87268,1,0
87368,1,2
87222,1,0
87238,1,1
87387,1,4
87775,1,1
87866,1,2
75969,1,1
88043,1,1
88093,1,4
88154,1,4
88184,1,0
79075,1,2
88393,1,0
88411,1,4
88513,1,5
88520,1,0
88707,1,4
88708,1,1
88742,1,5
88859,1,0
88973,1,5
76210,1,0
76387,1,5
76430,1,4
76485,1,2
76678,1,0
76719,1,5
